ticker,quarter,date_parsed,excess_return_1d,excess_return_3d,excess_return_5d,y_1d,y_3d,y_5d
PYPL,2022-Q2,2022-08-02,0.07683201206781723,0.050225416055826824,0.046048954423885034,0,0,0
PYPL,2022-Q3,2022-11-03,-0.03228993826836701,0.030208416282333728,0.07007366966304819,1,0,0
ROKU,2020-Q4,2021-02-18,0.033377884201240854,-0.07370317344461697,-0.13449073679849263,0,1,1
ROKU,2021-Q1,2021-05-06,0.10821230800150623,0.11695287080831779,0.11042550734736478,0,0,0
ROKU,2021-Q2,2021-08-04,-0.04639767266783706,-0.06092060322183869,-0.13253264527427788,1,1,1
ROKU,2021-Q3,2021-11-03,-0.08208945834043667,-0.12539536916259125,-0.1221628294523808,1,1,1
ROKU,2021-Q4,2022-02-17,-0.21638435649987017,-0.14758557476250425,-0.03682167721318076,1,1,1
ROKU,2022-Q1,2022-04-28,0.05081568007571892,0.16117119876555175,0.15080840891138517,0,0,0
ROKU,2022-Q2,2022-07-28,-0.2452938834552783,-0.11597271939461384,-0.06562067855247194,1,1,1
ROKU,2022-Q3,2022-11-02,-0.03535844315904185,-0.08626866337156744,-0.11234852745029472,1,1,1
SBUX,2020-Q2,2020-04-28,-0.049434706489655325,-0.05198018151911248,-0.07518979055011968,1,1,1
SBUX,2021-Q1,2021-01-26,-0.04070441222759137,-0.03952125231661843,-0.023201880092550003,1,1,1
SBUX,2021-Q2,2021-04-27,-0.03199832563267401,-0.01376488461517003,-0.013013030040809982,1,1,1
SBUX,2021-Q3,2021-07-27,-0.028313326312826518,-0.0353604196409969,-0.059623439908963884,1,1,1
SBUX,2021-Q4,2021-10-28,-0.06501484719790195,-0.023270394043989454,-0.02792960512975186,1,1,1
SBUX,2022-Q1,2022-02-01,-0.020143651904838553,-0.02868931320410619,-0.034444755371288396,1,1,1
SBUX,2022-Q2,2022-05-03,0.06789222284157394,0.041567666628155586,0.008294439368057495,0,0,0
SBUX,2022-Q3,2022-08-02,0.026868245308363944,0.010873292007581718,0.005436311528393512,0,0,0
SBUX,2022-Q4,2022-11-03,0.07039679135516573,0.0656781593032641,0.07945743660850436,0,0,0
SBUX,2023-Q1,2023-02-02,-0.03380517583259512,-0.017439990750290794,-0.0002828653414865649,1,1,0
SNAP,2019-Q2,2019-07-23,0.18275844077839132,0.1997392424395217,0.13930520921138265,0,0,0
SNAP,2019-Q3,2019-10-22,-0.06148098341600883,-0.011519092892057471,0.03166776082689218,1,1,0
SNAP,2020-Q2,2020-07-21,-0.06793891733629934,-0.09198107423197933,-0.07508829412943804,1,1,1
SNAP,2020-Q4,2021-02-04,0.08747201479851856,0.06648894749161365,0.05552284955068673,0,0,0
